RunId,iteration,Step,height,width,radius,stoats,food_density,traps,Stoats,Food
0,0,466,50,50,10,15,0.1,0,0,0
1,0,2000,50,50,10,15,0.25,0,9,0
2,0,2000,50,50,10,15,0.5,0,41,0
3,1,2000,50,50,10,15,0.1,0,19,0
4,1,2000,50,50,10,15,0.25,0,3,7
5,1,2000,50,50,10,15,0.5,0,30,0
6,2,441,50,50,10,15,0.1,0,0,0
7,2,2000,50,50,10,15,0.25,0,17,0
8,2,2000,50,50,10,15,0.5,0,40,0
