Stoats,Food
21,4
21,4
21,4
21,0
21,0
21,0
21,0
21,0
20,0
20,0
20,0
18,0
17,0
17,0
17,8
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
16,0
16,0
16,0
15,0
14,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
12,0
12,0
11,0
11,0
11,5
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
10,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,2
9,3
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,6
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,6
9,8
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,5
7,0
7,4
7,4
7,4
7,4
7,4
6,4
6,4
6,4
6,4
6,4
6,4
6,4
6,4
6,4
6,4
6,4
6,4
6,4
6,4
6,4
6,4
6,4
6,4
6,4
6,4
6,6
6,6
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
8,0
8,0
8,0
8,12
8,2
8,0
8,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,8
11,12
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,20
11,6
11,13
11,13
11,13
11,13
11,13
11,13
11,13
11,13
11,13
11,13
11,13
11,13
11,13
11,13
11,13
11,13
11,13
11,13
11,13
11,13
11,13
11,13
11,13
11,13
11,13
11,4
11,14
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,6
11,7
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
14,5
14,5
14,5
14,5
14,5
14,5
14,5
14,8
14,0
14,12
14,12
14,12
14,12
14,12
14,12
14,12
14,12
14,12
14,12
14,12
14,12
14,12
14,12
14,12
14,12
14,12
14,6
14,6
14,6
14,6
14,6
14,6
14,6
14,6
14,0
14,9
14,4
14,4
14,4
14,4
14,4
14,4
14,4
14,4
14,4
14,4
14,4
14,4
14,4
14,4
14,4
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
13,8
13,8
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
29,0
29,0
29,0
29,5
29,16
29,6
29,6
29,6
29,6
29,6
29,6
29,6
29,6
29,6
29,0
29,0
29,0
29,0
29,0
29,0
29,0
29,0
29,0
29,0
29,0
29,0
29,0
29,0
29,0
29,0
29,11
29,6
29,9
29,9
29,9
29,9
28,9
28,6
28,6
28,6
28,6
28,6
28,6
28,6
28,6
28,6
28,6
28,6
28,6
27,6
27,6
27,6
27,6
27,6
26,6
25,6
25,6
25,0
25,0
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,5
25,5
24,5
24,5
24,0
24,0
24,0
22,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
33,0
33,0
33,0
33,3
33,5
33,6
33,6
33,6
33,6
37,6
37,6
37,6
37,6
36,6
36,6
36,6
36,6
34,6
34,6
34,0
34,0
34,0
34,0
34,0
32,0
32,0
31,0
30,0
29,0
27,0
27,0
27,6
27,1
27,1
27,1
27,1
27,1
27,1
26,1
25,1
23,1
23,0
23,0
23,0
23,0
23,0
22,0
22,0
22,0
22,0
22,0
22,0
22,0
22,0
21,0
21,0
21,0
21,10
21,3
21,9
21,9
21,9
20,9
20,3
19,3
19,3
19,3
19,3
19,3
19,3
19,3
19,3
19,3
19,3
19,3
19,3
19,3
19,3
19,3
19,3
19,3
19,3
19,3
19,3
19,0
19,10
19,5
19,5
19,5
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
23,0
23,0
23,0
23,7
23,0
23,16
23,16
23,16
23,16
23,12
23,5
23,5
23,5
23,5
23,5
23,5
23,5
19,5
19,4
19,4
19,4
19,4
19,4
19,4
18,4
18,4
16,4
16,4
16,4
16,4
16,2
16,0
16,9
16,9
16,9
16,9
16,9
15,9
15,9
13,9
13,5
13,5
13,5
13,5
13,5
12,5
12,5
12,5
12,5
12,5
12,5
12,5
12,5
12,5
12,0
12,0
12,0
12,5
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
11,0
11,0
11,0
10,0
10,0
10,0
9,0
9,0
9,0
9,12
9,0
9,9
9,9
9,9
9,9
9,9
9,4
9,4
9,4
9,4
9,4
9,4
9,4
8,4
8,4
8,4
8,4
8,4
8,4
8,0
8,0
8,0
8,0
12,0
12,0
12,0
12,10
12,4
12,2
12,2
12,2
12,2
12,2
12,2
12,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
11,2
10,2
10,2
10,2
10,2
10,2
10,2
10,1
10,1
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,12
10,11
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,9
10,0
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
22,6
21,6
21,6
20,0
20,6
20,7
20,2
20,2
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,5
18,10
18,10
18,10
18,10
18,10
18,10
18,10
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,9
18,6
18,1
18,2
18,2
18,2
18,2
18,2
18,2
18,2
18,2
18,2
18,2
18,2
18,2
18,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,0
17,5
17,3
17,3
17,3
17,3
17,3
17,3
17,3
17,3
17,3
17,3
17,3
17,3
17,3
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
16,0
16,0
16,0
16,8
16,9
20,9
20,9
20,9
20,9
20,9
20,9
20,9
20,9
20,9
20,9
20,9
20,9
17,9
17,3
17,3
17,3
17,3
17,3
17,3
16,3
16,3
16,3
16,3
16,3
16,3
15,12
15,6
14,16
14,11
14,11
14,11
14,8
14,8
14,8
14,8
14,8
14,8
14,8
14,8
14,8
14,8
14,8
14,8
14,8
14,8
14,8
14,8
14,8
14,8
13,8
13,8
13,5
13,6
13,4
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,9
11,4
11,4
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
10,0
10,0
14,0
14,0
14,0
14,8
14,5
14,4
14,4
14,4
14,4
14,4
14,4
14,4
14,4
14,4
14,3
14,1
14,1
14,1
14,1
14,1
14,0
14,0
14,0
14,0
14,0
14,0
14,0
13,0
13,0
13,0
13,0
13,0
13,2
13,2
13,2
13,2
13,2
13,2
13,2
12,2
12,2
12,2
12,2
12,2
12,2
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,10
12,0
12,7
12,7
12,7
12,7
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,1
12,7
12,5
12,5
11,5
11,5
11,5
11,5
11,1
10,1
10,1
10,1
10,1
10,1
10,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
13,1
13,1
13,1
13,5
13,15
13,2
13,2
13,2
13,2
13,2
13,2
13,2
13,2
13,2
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
11,0
11,0
11,0
11,0
11,17
11,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,8
10,0
10,1
10,1
10,1
10,1
10,0
10,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,3
9,5
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,10
9,5
9,5
8,5
8,1
8,1
7,1
7,1
7,1
7,1
7,1
7,7
7,10
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
6,4
6,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,5
5,3
5,12
5,12
5,12
5,12
5,12
5,12
5,12
5,12
5,12
5,12
5,12
5,12
5,12
5,12
5,12
5,12
5,12
5,12
5,12
5,12
5,12
5,12
5,12
5,12
5,12
5,6
5,13
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,7
5,19
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
9,2
9,2
9,2
9,9
9,4
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,0
9,11
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,9
9,11
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,2
9,0
9,8
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
13,4
13,4
13,4
13,0
13,13
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,12
13,16
13,4
13,4
13,4
13,4
13,4
13,4
13,4
13,4
13,4
12,4
12,4
12,4
12,4
12,4
12,4
12,4
12,4
12,4
12,4
12,4
12,4
12,4
12,4
12,4
12,4
12,1
12,7
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,12
12,7
12,1
12,3
12,3
12,3
12,3
12,3
12,3
12,3
12,3
12,3
12,3
12,3
12,3
12,3
12,3
12,3
12,3
12,3
12,3
12,3
12,3
12,3
12,3
24,3
28,0
28,0
28,4
28,11
28,5
28,5
28,5
28,5
28,5
27,5
27,5
26,5
26,5
26,5
26,5
26,5
26,5
26,5
26,5
26,5
26,5
26,5
26,5
26,5
26,5
26,2
26,2
26,2
26,2
26,18
26,11
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
25,6
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,0
25,10
25,3
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
25,1
24,1
24,1
24,1
24,1
24,1
24,1
24,1
24,1
24,1
24,1
24,1
24,1
24,1
24,1
24,1
24,4
24,6
24,7
24,7
24,7
24,7
24,7
24,7
24,7
24,6
24,6
24,6
24,6
24,6
24,6
24,6
24,6
24,6
24,6
24,6
23,6
23,6
23,6
23,6
35,6
35,6
34,6
34,16
34,0
34,13
34,13
34,9
34,9
33,5
33,5
33,0
33,0
33,0
33,0
33,0
33,0
32,0
32,0
32,0
32,0
32,0
32,0
32,0
32,0
32,0
32,0
32,0
32,0
32,0
32,12
31,4
31,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
30,0
29,0
29,0
29,0
28,0
27,0
27,0
26,0
26,0
26,0
26,0
25,9
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
25,2
24,2
24,2
24,2
23,2
23,2
23,2
23,2
23,2
23,2
23,0
23,0
23,0
23,0
22,0
22,9
21,3
21,2
21,2
21,2
21,2
20,2
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
19,0
19,0
19,0
19,0
19,0
19,0
31,0
31,0
31,0
31,0
31,1
31,0
31,0
31,0
31,0
31,0
31,0
31,0
31,0
31,0
31,0
31,0
31,0
28,0
27,0
27,0
27,0
27,0
27,0
26,0
25,0
25,0
25,0
25,0
24,0
24,0
24,2
24,11
24,3
24,3
24,3
24,3
24,3
24,3
23,3
23,3
23,3
22,3
22,3
22,3
22,3
22,3
22,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,5
21,5
21,0
21,0
21,0
21,0
21,0
21,0
20,0
20,0
20,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,1
18,0
18,2
18,2
18,2
18,2
18,2
18,2
18,2
17,2
17,2
17,2
17,2
17,2
