RunId,iteration,Step,height,width,radius,stoats,food_density,traps,Stoats,Food
0,0,396,50,50,10,15,0.1,15,0,0
1,0,999,50,50,10,15,0.25,15,0,6
2,0,437,50,50,10,15,0.5,15,0,10
3,1,227,50,50,10,15,0.1,15,0,0
4,1,999,50,50,10,15,0.25,15,0,16
5,1,999,50,50,10,15,0.5,15,0,13
6,2,448,50,50,10,15,0.1,15,0,0
7,2,539,50,50,10,15,0.25,15,0,10
8,2,796,50,50,10,15,0.5,15,0,11
